edHello.agents.Patient@99fa758 | total wait time: 35 | dealt at time point: 35.0
simcore.agents.Patient@39ee700 | total wait time: 4 | dealt at time point: 3364.0
simcore.agents.Patient@2e5fd51 | total wait time: 4 | dealt at time point: 3380.0
simcore.agents.Patient@2812f21b | total wait time: 2 | dealt at time point: 3395.0
simcore.agents.Patient@2f58984a | total wait time: 5 | dealt at time point: 3413.0
simcore.agents.Patient@2b23658b | total wait time: 3 | dealt at time point: 3428.0
simcore.agents.Patient@46a8039a | total wait time: 2 | dealt at time point: 3443.0
simcore.agents.Patient@30f29dc2 | total wait time: 3 | dealt at time point: 3460.0
simcore.agents.Patient@61910f2c | total wait time: 4 | dealt at time point: 3477.0
simcore.agents.Patient@71a23109 | total wait time: 4 | dealt at time point: 3493.0
simcore.agents.Patient@6623f2af | total wait time: 3 | dealt at time point: 3508.0
simcore.agents.Patient@1a05124a | total wait time: 4 | dealt at time point: 3525.0
simcore.agents.Patient@48e39be7 | total wait time: 3 | dealt at time point: 3540.0
simcore.agents.Patient@78b7106b | total wait time: 3 | dealt at time point: 3555.0
simcore.agents.Patient@5d27a215 | total wait time: 4 | dealt at time point: 3573.0
simcore.agents.Patient@badea5 | total wait time: 49 | dealt at time point: 66.0
simcore.agents.Patient@3fecbdbb | total wait time: 37 | dealt at time point: 69.0
simcore.agents.Patient@64b13148 | total wait time: 74 | dealt at time point: 75.0
simcore.agents.Patient@58d3c8ac | total wait time: 58 | dealt at time point: 107.0
simcore.agents.Patient@6aa6a9a7 | total wait time: 30 | dealt at time point: 111.0
simcore.agents.Patient@b5f7c23 | total wait time: 21 | dealt at time point: 117.0
simcore.agents.Patient@43246187 | total wait time: 84 | dealt at time point: 148.0
simcore.agents.Patient@4bf465c | total wait time: 8 | dealt at time point: 152.0
simcore.agents.Patient@6abeb45c | total wait time: 46 | dealt at time point: 159.0
simcore.agents.Patient@241c096e | total wait time: 14 | dealt at time point: 190.0
simcore.agents.Patient@65401a81 | total wait time: 34 | dealt at time point: 194.0
simcore.agents.Patient@5a04f266 | total wait time: 8 | dealt at time point: 201.0
simcore.agents.Patient@4750147f | total wait time: 23 | dealt at time point: 231.0
simcore.agents.Patient@5db42063 | total wait time: 11 | dealt at time point: 236.0
simcore.agents.Patient@792ea3db | total wait time: 115 | dealt at time point: 243.0
simcore.agents.Patient@8281883 | total wait time: 32 | dealt at time point: 273.0
simcore.agents.Patient@643e4689 | total wait time: 20 | dealt at time point: 276.0
simcore.agents.Patient@4c37b016 | total wait time: 11 | dealt at time point: 283.0
simcore.agents.Patient@8018fec | total wait time: 25 | dealt at time point: 314.0
simcore.agents.Patient@3bd578b2 | total wait time: 14 | dealt at time point: 318.0
simcore.agents.Patient@6add1668 | total wait time: 5 | dealt at time point: 325.0
simcore.agents.Patient@3140ea83 | total wait time: 20 | dealt at time point: 357.0
simcore.agents.Patient@b7b247e | total wait time: 7 | dealt at time point: 360.0
simcore.agents.Patient@131c07ca | total wait time: 4 | dealt at time point: 373.0
simcore.agents.Patient@2e334061 | total wait time: 14 | dealt at time point: 398.0
simcore.agents.Patient@1d25dfbe | total wait time: 2 | dealt at time point: 403.0
simcore.agents.Patient@4c97799e | total wait time: 4 | dealt at time point: 421.0
simcore.agents.Patient@549e3c11 | total wait time: 7 | dealt at time point: 439.0
simcore.agents.Patient@f33949c | total wait time: 4 | dealt at time point: 452.0
simcore.agents.Patient@6aa08450 | total wait time: 4 | dealt at time point: 469.0
simcore.agents.Patient@55d07400 | total wait time: 4 | dealt at time point: 485.0
simcore.agents.Patient@60c62bc4 | total wait time: 3 | dealt at time point: 499.0
simcore.agents.Patient@2ed512c2 | total wait time: 4 | dealt at time point: 517.0
simcore.agents.Patient@6aa35509 | total wait time: 4 | dealt at time point: 533.0
simcore.agents.Patient@1d3b350d | total wait time: 4 | dealt at time point: 548.0
simcore.agents.Patient@648138f0 | total wait time: 3 | dealt at time point: 564.0
simcore.agents.Patient@3d8d251c | total wait time: 4 | dealt at time point: 580.0
simcore.agents.Patient@40a3af62 | total wait time: 2 | dealt at time point: 595.0
simcore.agents.Patient@38b123e8 | total wait time: 4 | dealt at time point: 613.0
simcore.agents.Patient@23f1009 | total wait time: 5 | dealt at time point: 629.0
simcore.agents.Patient@636daea1 | total wait time: 4 | dealt at time point: 644.0
simcore.agents.Patient@f68948a | total wait time: 3 | dealt at time point: 660.0
simcore.agents.Patient@619d6a83 | total wait time: 3 | dealt at time point: 676.0
simcore.agents.Patient@26586ace | total wait time: 5 | dealt at time point: 693.0
simcore.agents.Patient@70cb11fc | total wait time: 5 | dealt at time point: 709.0
simcore.agents.Patient@22612f20 | total wait time: 3 | dealt at time point: 724.0
simcore.agents.Patient@527c461a | total wait time: 4 | dealt at time point: 740.0
simcore.agents.Patient@1480a377 | total wait time: 4 | dealt at time point: 757.0
simcore.agents.Patient@561d0ca4 | total wait time: 4 | dealt at time point: 773.0
simcore.agents.Patient@2c7b489c | total wait time: 3 | dealt at time point: 788.0
simcore.agents.Patient@16faf657 | total wait time: 4 | dealt at time point: 804.0
simcore.agents.Patient@c3346d4 | total wait time: 3 | dealt at time point: 819.0
simcore.agents.Patient@4c3e5509 | total wait time: 3 | dealt at time point: 835.0
simcore.agents.Patient@7de39eec | total wait time: 4 | dealt at time point: 853.0
simcore.agents.Patient@2283d0f3 | total wait time: 4 | dealt at time point: 868.0
simcore.agents.Patient@76ee57e7 | total wait time: 4 | dealt at time point: 885.0
simcore.agents.Patient@7c40945c | total wait time: 4 | dealt at time point: 901.0
simcore.agents.Patient@3c8f4f32 | total wait time: 4 | dealt at time point: 916.0
simcore.agents.Patient@32d8008 | total wait time: 3 | dealt at time point: 932.0
simcore.agents.Patient@19136dda | total wait time: 5 | dealt at time point: 949.0
simcore.agents.Patient@14151530 | total wait time: 4 | dealt at time point: 964.0
simcore.agents.Patient@54069d5a | total wait time: 2 | dealt at time point: 979.0
simcore.agents.Patient@8f35172 | total wait time: 4 | dealt at time point: 996.0
simcore.agents.Patient@468d986a | total wait time: 5 | dealt at time point: 1013.0
simcore.agents.Patient@5f3e8a01 | total wait time: 3 | dealt at time point: 1028.0
simcore.agents.Patient@9328957 | total wait time: 3 | dealt at time point: 1043.0
simcore.agents.Patient@3c96a74f | total wait time: 2 | dealt at time point: 1059.0
simcore.agents.Patient@59a6df1f | total wait time: 3 | dealt at time point: 1076.0
simcore.agents.Patient@29fceb7 | total wait time: 4 | dealt at time point: 1092.0
simcore.agents.Patient@3fa9ff14 | total wait time: 3 | dealt at time point: 1108.0
simcore.agents.Patient@6a73d6a3 | total wait time: 4 | dealt at time point: 1124.0
simcore.agents.Patient@1870fc | total wait time: 4 | dealt at time point: 1140.0
simcore.agents.Patient@225db788 | total wait time: 4 | dealt at time point: 1156.0
simcore.agents.Patient@5f49ddf5 | total wait time: 4 | dealt at time point: 1173.0
simcore.agents.Patient@4e82b1ad | total wait time: 3 | dealt at time point: 1188.0
simcore.agents.Patient@478c2046 | total wait time: 5 | dealt at time point: 1205.0
simcore.agents.Patient@7dbe0525 | total wait time: 4 | dealt at time point: 1221.0
simcore.agents.Patient@5805e57f | total wait time: 4 | dealt at time point: 1236.0
simcore.agents.Patient@6eee8f41 | total wait time: 4 | dealt at time point: 1253.0
simcore.agents.Patient@3d9eef74 | total wait time: 4 | dealt at time point: 1268.0
simcore.agents.Patient@7940372 | total wait time: 3 | dealt at time point: 1283.0
simcore.agents.Patient@71ca75d6 | total wait time: 4 | dealt at time point: 1300.0
simcore.agents.Patient@6c8a101 | total wait time: 4 | dealt at time point: 1317.0
simcore.agents.Patient@1b4c2838 | total wait time: 4 | dealt at time point: 1333.0
simcore.agents.Patient@26eba683 | total wait time: 4 | dealt at time point: 1348.0
simcore.agents.Patient@4741e5ad | total wait time: 4 | dealt at time point: 1364.0
simcore.agents.Patient@29c0c108 | total wait time: 4 | dealt at time point: 1380.0
simcore.agents.Patient@17cab164 | total wait time: 4 | dealt at time point: 1397.0
simcore.agents.Patient@1f6c2e6b | total wait time: 4 | dealt at time point: 1412.0
simcore.agents.Patient@610bcf39 | total wait time: 3 | dealt at time point: 1428.0
simcore.agents.Patient@51c8e41e | total wait time: 4 | dealt at time point: 1444.0
simcore.agents.Patient@26d7d5da | total wait time: 4 | dealt at time point: 1460.0
simcore.agents.Patient@4632e03c | total wait time: 4 | dealt at time point: 1476.0
simcore.agents.Patient@654b73a6 | total wait time: 4 | dealt at time point: 1493.0
simcore.agents.Patient@3baff4fc | total wait time: 3 | dealt at time point: 1507.0
simcore.agents.Patient@6e7382 | total wait time: 4 | dealt at time point: 1525.0
simcore.agents.Patient@433d1bcc | total wait time: 4 | dealt at time point: 1540.0
simcore.agents.Patient@67d88cf2 | total wait time: 4 | dealt at time point: 1557.0
simcore.agents.Patient@aa4f9d8 | total wait time: 4 | dealt at time point: 1572.0
simcore.agents.Patient@5b9a5e5e | total wait time: 4 | dealt at time point: 1588.0
simcore.agents.Patient@6c8b9044 | total wait time: 3 | dealt at time point: 1603.0
simcore.agents.Patient@4b2ead7d | total wait time: 3 | dealt at time point: 1620.0
simcore.agents.Patient@377d8c87 | total wait time: 4 | dealt at time point: 1636.0
simcore.agents.Patient@228bf406 | total wait time: 5 | dealt at time point: 1653.0
simcore.agents.Patient@4b612a4 | total wait time: 3 | dealt at time point: 1668.0
simcore.agents.Patient@36aa5ae5 | total wait time: 3 | dealt at time point: 1684.0
simcore.agents.Patient@e2c014c | total wait time: 3 | dealt at time point: 1700.0
simcore.agents.Patient@59cd18e0 | total wait time: 4 | dealt at time point: 1716.0
simcore.agents.Patient@41957376 | total wait time: 3 | dealt at time point: 1732.0
simcore.agents.Patient@6be7c71 | total wait time: 4 | dealt at time point: 1749.0
simcore.agents.Patient@6226d96b | total wait time: 3 | dealt at time point: 1763.0
simcore.agents.Patient@1c2395cf | total wait time: 5 | dealt at time point: 1781.0
simcore.agents.Patient@773b4e87 | total wait time: 4 | dealt at time point: 1797.0
simcore.agents.Patient@5a3a1b3a | total wait time: 4 | dealt at time point: 1813.0
simcore.agents.Patient@46fbbe86 | total wait time: 4 | dealt at time point: 1828.0
simcore.agents.Patient@5d191de7 | total wait time: 4 | dealt at time point: 1845.0
simcore.agents.Patient@c6e0bfb | total wait time: 3 | dealt at time point: 1860.0
simcore.agents.Patient@490300d | total wait time: 3 | dealt at time point: 1876.0
simcore.agents.Patient@4884e882 | total wait time: 4 | dealt at time point: 1893.0
simcore.agents.Patient@22e86706 | total wait time: 3 | dealt at time point: 1907.0
simcore.agents.Patient@3ecf83e | total wait time: 3 | dealt at time point: 1924.0
simcore.agents.Patient@1633e544 | total wait time: 4 | dealt at time point: 1940.0
simcore.agents.Patient@24272247 | total wait time: 4 | dealt at time point: 1956.0
simcore.agents.Patient@207abaad | total wait time: 4 | dealt at time point: 1972.0
simcore.agents.Patient@535db70 | total wait time: 4 | dealt at time point: 1988.0
simcore.agents.Patient@340397 | total wait time: 4 | dealt at time point: 2004.0
simcore.agents.Patient@63ab915d | total wait time: 5 | dealt at time point: 2021.0
simcore.agents.Patient@33000bb1 | total wait time: 4 | dealt at time point: 2036.0
simcore.agents.Patient@3e9b84f6 | total wait time: 3 | dealt at time point: 2052.0
simcore.agents.Patient@10da45f7 | total wait time: 3 | dealt at time point: 2068.0
simcore.agents.Patient@27dab41e | total wait time: 3 | dealt at time point: 2083.0
simcore.agents.Patient@4b7ffb7f | total wait time: 3 | dealt at time point: 2099.0
simcore.agents.Patient@14dbea11 | total wait time: 2 | dealt at time point: 2115.0
simcore.agents.Patient@1ce93adf | total wait time: 2 | dealt at time point: 2131.0
simcore.agents.Patient@681a8021 | total wait time: 5 | dealt at time point: 2149.0
simcore.agents.Patient@64133eac | total wait time: 4 | dealt at time point: 2164.0
simcore.agents.Patient@4695e2d5 | total wait time: 4 | dealt at time point: 2181.0
simcore.agents.Patient@2b70968b | total wait time: 3 | dealt at time point: 2196.0
simcore.agents.Patient@16d4f7ee | total wait time: 4 | dealt at time point: 2212.0
simcore.agents.Patient@10ee0c7c | total wait time: 2 | dealt at time point: 2227.0
simcore.agents.Patient@46855fe7 | total wait time: 2 | dealt at time point: 2243.0
simcore.agents.Patient@262a5182 | total wait time: 3 | dealt at time point: 2259.0
simcore.agents.Patient@5327f865 | total wait time: 5 | dealt at time point: 2277.0
simcore.agents.Patient@7e2e656c | total wait time: 5 | dealt at time point: 2293.0
simcore.agents.Patient@779df2ef | total wait time: 3 | dealt at time point: 2308.0
simcore.agents.Patient@333ce697 | total wait time: 3 | dealt at time point: 2324.0
simcore.agents.Patient@5d122549 | total wait time: 5 | dealt at time point: 2341.0
simcore.agents.Patient@485f3fc3 | total wait time: 4 | dealt at time point: 2357.0
simcore.agents.Patient@6885f638 | total wait time: 3 | dealt at time point: 2371.0
simcore.agents.Patient@4dff21c7 | total wait time: 4 | dealt at time point: 2388.0
simcore.agents.Patient@366d9e07 | total wait time: 5 | dealt at time point: 2405.0
simcore.agents.Patient@4a4aca73 | total wait time: 4 | dealt at time point: 2420.0
simcore.agents.Patient@740d2cea | total wait time: 3 | dealt at time point: 2436.0
simcore.agents.Patient@a52072f | total wait time: 5 | dealt at time point: 2453.0
simcore.agents.Patient@7f381a22 | total wait time: 4 | dealt at time point: 2469.0
simcore.agents.Patient@6370dbbe | total wait time: 4 | dealt at time point: 2485.0
simcore.agents.Patient@61d0c2b4 | total wait time: 4 | dealt at time point: 2501.0
simcore.agents.Patient@16aef545 | total wait time: 4 | dealt at time point: 2516.0
simcore.agents.Patient@1065ad88 | total wait time: 4 | dealt at time point: 2533.0
simcore.agents.Patient@6ebebf0b | total wait time: 3 | dealt at time point: 2548.0
simcore.agents.Patient@3f67cdf1 | total wait time: 4 | dealt at time point: 2565.0
simcore.agents.Patient@27f2ea16 | total wait time: 3 | dealt at time point: 2580.0
simcore.agents.Patient@1de248e1 | total wait time: 5 | dealt at time point: 2597.0
simcore.agents.Patient@24a6a50d | total wait time: 4 | dealt at time point: 2612.0
simcore.agents.Patient@5c441145 | total wait time: 2 | dealt at time point: 2627.0
simcore.agents.Patient@1f0f1b9a | total wait time: 3 | dealt at time point: 2644.0
simcore.agents.Patient@5d05841d | total wait time: 3 | dealt at time point: 2660.0
simcore.agents.Patient@62507e4 | total wait time: 3 | dealt at time point: 2676.0
simcore.agents.Patient@58093d4f | total wait time: 2 | dealt at time point: 2691.0
simcore.agents.Patient@27bafbad | total wait time: 3 | dealt at time point: 2707.0
simcore.agents.Patient@386ea354 | total wait time: 4 | dealt at time point: 2724.0
simcore.agents.Patient@5615091 | total wait time: 4 | dealt at time point: 2741.0
simcore.agents.Patient@89be2fb | total wait time: 4 | dealt at time point: 2756.0
simcore.agents.Patient@21b7276c | total wait time: 5 | dealt at time point: 2773.0
simcore.agents.Patient@4df100b9 | total wait time: 2 | dealt at time point: 2787.0
simcore.agents.Patient@7ef31ee5 | total wait time: 3 | dealt at time point: 2804.0
